,Model Identifier,Matrix
77,LSTM-10-10-15,"[[ 0.08810231  0.74257928  0.01129581  0.74257928  0.32312729  0.74257928
   0.          0.74257928  0.04115167  0.74257928  0.32312729  0.65034174]
 [ 0.586943   -0.01182179  0.16013824  0.0538312   0.586943   -0.01182179
   0.51445079 -0.01182179  0.16013824  0.          0.586943    0.01359379]]"
78,LSTM-10-10-16,"[[-0.02630241  0.03571213  0.83315593  0.83315593  0.54913329  0.34455828
  -0.02630241  0.          0.78625637  0.83315593  0.65315593  0.24365065]
 [ 0.99270084  0.02456713  0.59778743  0.86774008  0.06242379  0.80613209
   0.99270084  0.          0.37366957  0.86774008  0.16031233  0.80613209]]"
79,LSTM-10-10-17,"[[0.98580927 0.50082476 0.98580927 0.17069389 0.3415569  0.
  0.98580927 0.48496774 0.98580927 0.64542378 0.3415569  0.01660601]
 [0.         0.81289206 0.         0.22211934 0.66425858 0.99970567
  0.00983223 0.81289206 0.         0.43606903 0.66425858 0.99970567]]"
80,LSTM-10-10-18,"[[0.58226088 0.03205638 0.87866554 0.99950242 0.02156517 0.32550275
  0.58226088 0.06450751 0.18601912 0.99950242 0.         0.33729149]
 [0.70692296 0.89654312 0.03526309 0.         0.89654312 0.2789813
  0.70692296 0.89654312 0.16368844 0.03132575 0.89654312 0.28936113]]"
81,LSTM-10-10-19,"[[6.62497020e-01 2.54961309e-01 4.55206519e-04 9.92482980e-01
  9.92482980e-01 4.55206519e-04 6.62497020e-01 2.12277696e-01
  4.55206519e-04 9.92482980e-01 9.92482980e-01 0.00000000e+00]
 [2.23509724e-02 9.87866266e-01 9.87866266e-01 2.88251101e-01
  0.00000000e+00 9.87866266e-01 2.23509724e-02 9.87866266e-01
  9.87866266e-01 2.71584378e-01 0.00000000e+00 9.07346581e-01]]"
82,LSTM-10-10-20,"[[0.72463489 0.10470858 0.         0.72463489 0.36868083 0.5164221
  0.72463489 0.03745448 0.         0.72463489 0.36868083 0.62061226]
 [0.96076153 0.34960265 0.99685794 0.11376578 0.55517274 0.23240385
  0.96076153 0.06701195 0.99685794 0.12575192 0.55517274 0.        ]]"
83,LSTM-10-10-21,"[[3.87993018e-01 5.35676348e-01 0.00000000e+00 9.91721727e-01
  9.42063705e-01 9.91721727e-01 2.02014502e-01 5.89302124e-01
  4.44089210e-16 9.91721727e-01 9.91721727e-01 9.91721727e-01]
 [5.51361393e-01 9.95210109e-01 9.95210109e-01 2.67254138e-01
  0.00000000e+00 1.15974372e-02 6.13329454e-01 9.18855389e-01
  9.95210109e-01 2.80382138e-01 1.15974372e-02 1.15974372e-02]]"
84,LSTM-10-10-22,"[[0.18195924 0.         0.92726921 0.24953512 0.51032171 0.97924174
  0.11002802 0.         0.92726921 0.20424474 0.44131469 0.97924174]
 [0.98926271 0.98926271 0.         0.92436046 0.41853696 0.21858552
  0.98926271 0.98926271 0.         0.81625881 0.5316135  0.23066893]]"
85,LSTM-10-10-23,"[[0.844604   0.77970175 0.         0.36085641 0.844604   0.20951686
  0.77970175 0.844604   0.         0.33830219 0.844604   0.23318707]
 [0.98978198 0.         0.98978198 0.42609669 0.1912814  0.69446145
  0.98978198 0.02614438 0.98978198 0.46770135 0.1912814  0.68380478]]"
86,LSTM-10-10-24,"[[0.20570351 0.12241469 0.03106974 0.44699865 0.47945391 0.97238824
  0.03106974 0.30896738 0.         0.39865398 0.58367941 0.97238824]
 [0.97671844 0.05458271 0.97671844 0.40138144 0.40138144 0.16483793
  0.97671844 0.50446594 0.90452563 0.34741502 0.         0.16483793]]"
87,LSTM-10-10-25,"[[0.55273211 0.88822374 0.21550725 0.         0.88822374 0.46808465
  0.56859944 0.83521984 0.21550725 0.03878553 0.88822374 0.33252596]
 [0.88083656 0.07769743 0.28343647 0.90812712 0.90812712 0.71772876
  0.82083656 0.         0.315409   0.90812712 0.90812712 0.67911841]]"
88,LSTM-10-10-26,"[[ 9.91071760e-01  0.00000000e+00  7.72385113e-01  9.91071760e-01
   3.07049447e-01  9.91071760e-01  9.91071760e-01  0.00000000e+00
   7.21523450e-01  9.91071760e-01  2.22664719e-01  8.89756281e-01]
 [-3.55680313e-04  6.95161236e-01  1.00798699e-01  0.00000000e+00
   3.51434212e-01 -3.55680313e-04 -3.55680313e-04  6.95161236e-01
   1.08266280e-01 -3.55680313e-04  3.83162656e-01 -3.55680313e-04]]"
89,LSTM-10-10-27,"[[0.99457572 0.44109264 0.8862865  0.23150873 0.71082541 0.
  0.99457572 0.44109264 0.8862865  0.16802598 0.8862865  0.        ]
 [0.01416915 0.37495525 0.56360299 0.99875031 0.16428603 0.99875031
  0.01416915 0.37495525 0.52345464 0.91178    0.         0.99875031]]"
90,LSTM-10-10-28,"[[0.77314827 0.         0.55318842 0.96955744 0.55318842 0.96955744
  0.30411775 0.         0.48373089 0.96955744 0.52101028 0.78268713]
 [0.2324217  0.98694908 0.45954719 0.         0.45281423 0.
  0.26867056 0.98694908 0.49057193 0.         0.52210575 0.0642821 ]]"
91,LSTM-10-10-29,"[[0.54186371 0.92659259 0.25410639 0.         0.69044049 0.99537099
  0.         0.99537099 0.35588651 0.         0.04478242 0.99537099]
 [0.99883809 0.20391384 0.69731725 0.99883809 0.58902804 0.01069113
  0.99883809 0.         0.44056665 0.99883809 0.03672481 0.07985012]]"
92,LSTM-10-10-30,"[[0.         0.45460586 0.99192917 0.99192917 0.80364338 0.27197831
  0.         0.47945875 0.99192917 0.99192917 0.90495886 0.27197831]
 [0.9965563  0.9965563  0.         0.46663479 0.25610568 0.74342496
  0.9965563  0.9277779  0.00983969 0.43025098 0.1440201  0.74342496]]"
93,LSTMA-10-10-0,"[[ 0.08149928  0.18849231 -0.00622031  0.16500975  0.15010975  0.13330109
  -0.01329568  0.17552113  0.          0.17552113  0.18220041  0.14045884]
 [ 0.02384363  0.0928096  -0.0228958   0.01852294 -0.04054915  0.0928096
   0.0928096   0.0928096  -0.03264035  0.0752961   0.          0.0928096 ]]"
94,LSTMA-10-10-1,"[[1.57213003e-02 6.87462699e-01 7.75613942e-03 7.14782507e-01
  2.39938235e-01 4.41886517e-01 2.74588262e-02 7.14782507e-01
  0.00000000e+00 7.14782507e-01 2.89829891e-01 5.93707551e-01]
 [8.91345530e-01 5.31005719e-04 8.91345530e-01 6.85368489e-02
  3.76129943e-01 6.56635726e-01 8.40483867e-01 0.00000000e+00
  8.91345530e-01 3.48968049e-02 4.29191322e-01 8.91345530e-01]]"
95,LSTMA-10-10-2,"[[ 0.30613651  0.17624772  0.          0.0012253   0.37832932  0.02161684
   0.20894491  0.15483062  0.02161684  0.00427371  0.37832932  0.00125449]
 [-0.059538   -0.01578654 -0.07453122  0.106049   -0.09142895  0.
  -0.03717784 -0.03188294 -0.07453122 -0.0041465  -0.08801455 -0.07737317]]"
96,LSTMA-10-10-3,"[[1.07127564e-01 1.07127564e-01 3.02039362e-01 8.88178420e-16
  1.45677419e-01 2.14933134e-01 1.26016905e-01 1.35747742e-01
  2.94490487e-01 0.00000000e+00 2.14933134e-01 2.67170679e-01]
 [2.03262790e-01 2.24445777e-01 6.06719868e-03 9.59338296e-02
  2.21540837e-01 0.00000000e+00 2.24445777e-01 2.24445777e-01
  1.64861069e-02 9.59338296e-02 6.06719868e-03 6.06719868e-03]]"
97,LSTMA-10-10-4,"[[ 0.02121467  0.45480376  0.          0.42235264  0.42235264  0.19909146
  -0.03249026  0.45480376 -0.00870913  0.42235264  0.42235264  0.30893211]
 [ 0.15284097  0.1853612   0.         -0.05364807 -0.04162041  0.11664457
   0.15284097  0.1853612  -0.05253544 -0.02032738 -0.06059944  0.08103607]]"
98,LSTMA-10-10-5,"[[ 0.44834548  0.22679405  0.44834548  0.54555497  0.54555497  0.36137517
   0.          0.07787404  0.44834548  0.54555497  0.54555497  0.15859427]
 [ 0.01077217  0.21367239  0.01877456 -0.03423476 -0.02067842  0.17467105
   0.12860821  0.24122127  0.02218573 -0.03423476  0.          0.17467105]]"
99,LSTMA-10-10-6,"[[-0.00765679  0.1232735   0.25102016  0.0512584   0.20899484  0.212871
   0.          0.10486297  0.25102016  0.08358362  0.20899484  0.212871  ]
 [ 0.10244647  0.10244647  0.          0.05769652  0.09638668  0.0318793
   0.07570272  0.10244647  0.00140178  0.10244647  0.10244647  0.02721332]]"
100,LSTMA-10-10-7,"[[ 0.18394514  0.13521347  0.11695247  0.12276235  0.12276235 -0.04523604
   0.          0.13521347  0.11971093  0.12276235  0.12276235 -0.04271904]
 [ 0.29900102  0.32691497  0.32691497  0.33183464  0.34570286 -0.03848243
   0.          0.29900102  0.32691497  0.33715533  0.33183464 -0.03143277]]"
101,LSTMA-10-10-8,"[[0.36588679 0.62571161 0.10265194 0.27904046 0.4279831  0.32303935
  0.19913804 0.62571161 0.00140609 0.         0.45962314 0.29513687]
 [0.14206847 0.         0.16961735 0.06738095 0.07956738 0.05005318
  0.16961735 0.01931274 0.09437312 0.05440971 0.05498992 0.04589345]]"
102,LSTMA-10-10-9,"[[ 0.26012053  0.14566859  0.3363893   0.14892751  0.01535488  0.3363893
   0.27060178  0.15696495  0.3363893   0.15696495  0.          0.31290414]
 [ 0.05439654  0.05439654  0.01441932 -0.00410496  0.14636897  0.01441932
   0.          0.05955066 -0.01294208  0.05555892  0.157403    0.02722493]]"
103,LSTMA-10-10-10,"[[ 0.29137172  0.20089846  0.27852959  0.25504443 -0.00525055 -0.00525055
   0.29137172  0.19569526  0.20365047  0.01043572  0.          0.12761194]
 [ 0.05689941  0.28096828  0.          0.13329983  0.30877547  0.
   0.11435329  0.257323    0.01242868  0.24757179  0.297323    0.17666595]]"
104,LSTMA-10-10-11,"[[ 0.09683991  0.16210209  0.1700003   0.00111238 -0.00662651 -0.01537771
  -0.02404392  0.09683991  0.1700003   0.          0.0436814   0.01636465]
 [ 0.25271976  0.08195817  0.          0.09660816 -0.0018419   0.14252426
   0.25271976  0.10334595 -0.0018419   0.09660816  0.0307154   0.1181112 ]]"
105,LSTMA-10-10-12,"[[0.01317087 0.1722404  0.         0.25775585 0.45618421 0.45618421
  0.01317087 0.4066796  0.01317087 0.02664169 0.11470315 0.45618421]
 [0.34737487 0.30239844 0.33882734 0.2413258  0.1723511  0.00825624
  0.34737487 0.         0.34737487 0.34737487 0.30239844 0.07545599]]"
106,LSTMA-10-10-13,"[[ 0.84706462  0.84706462  0.33585399  0.1231379   0.25690055  0.00412414
   0.44456127  0.84706462  0.33585399 -0.01803653  0.56155861  0.        ]
 [ 0.01390214  0.02668831  0.10016103  0.22696108  0.18176104  0.36470546
   0.          0.02668831  0.11901445  0.36470546  0.04578604  0.36470546]]"
107,LSTMA-10-10-14,"[[ 0.27337733  0.29337733  0.          0.18239875  0.12596608  0.27337733
   0.29337733  0.27337733  0.0167504   0.11856461  0.12596608  0.27337733]
 [ 0.02761348 -0.00386336  0.09004543  0.00046038  0.0592442  -0.00519181
   0.03631947  0.05865489  0.09004543  0.          0.05865489  0.01181126]]"
108,LSTMA-10-10-15,"[[ 8.31594539e-01  5.35079424e-01  3.25840953e-01  1.59732022e-01
   1.62024064e-03  7.02194833e-01  7.91594539e-01  7.61936517e-01
   4.39158858e-01  9.31460962e-02  0.00000000e+00  8.31594539e-01]
 [ 3.87091547e-02  1.04472736e-01  2.30394096e-01  5.01754810e-01
   6.47976538e-01  0.00000000e+00 -1.23677437e-03  6.58910697e-03
   3.05517307e-01  6.22292288e-01  6.47976538e-01  1.94681543e-04]]"
109,LSTMA-10-10-16,"[[-0.16762645  0.         -0.04844615 -0.18110626 -0.12131752 -0.19953539
  -0.17701765 -0.09784022 -0.12131752 -0.15298847 -0.19953539 -0.17711974]
 [ 0.16527441  0.11432011  0.          0.21203305  0.07993606  0.35539752
   0.16409588  0.35539752  0.02372905  0.2835833   0.06361772  0.35539752]]"
110,LSTMA-10-10-17,"[[0.36349865 0.22303667 0.0154138  0.6208845  0.55082169 0.6208845
  0.30839364 0.27370024 0.         0.6208845  0.58564028 0.6208845 ]
 [0.54613694 0.54613694 0.277129   0.10544346 0.         0.14909228
  0.45925806 0.50244692 0.31926946 0.10544346 0.01699394 0.15685408]]"
111,LSTMA-10-10-18,"[[0.32958517 0.05959497 0.15815503 0.         0.48615304 0.54810543
  0.25506412 0.04224865 0.23986097 0.02531636 0.50963559 0.3557695 ]
 [0.37481605 0.62786733 0.44746587 0.62786733 0.00406687 0.18029238
  0.30046188 0.60544977 0.55403294 0.62786733 0.         0.23416833]]"
112,LSTMA-10-10-19,"[[ 0.02163727  0.          0.12239697  0.05131194  0.15225046  0.15225046
   0.06882535  0.00566386  0.12239697  0.09469101  0.15225046  0.13747296]
 [-0.03046619  0.54116456  0.05306096  0.17520094  0.          0.00522579
   0.19070068  0.39653936  0.05306096  0.12665341 -0.05701806 -0.04978692]]"
113,LSTMA-10-10-20,"[[ 0.07520309  0.27726139  0.20382216  0.27726139  0.          0.24220472
   0.11508513  0.27726139  0.15596968  0.27726139  0.          0.27726139]
 [ 0.11408585  0.30775838  0.41144639 -0.01211983  0.39134515  0.08305925
   0.11408585  0.35630591  0.22608462  0.          0.39134515  0.1432827 ]]"
114,LSTMA-10-10-21,"[[0.00339502 0.27276192 0.15426616 0.16450312 0.3276721  0.17713484
  0.         0.30012323 0.15426616 0.15426616 0.20845671 0.15426616]
 [0.01869878 0.13376288 0.38473558 0.38607883 0.14275575 0.28560817
  0.         0.18532284 0.3723127  0.38607883 0.15378427 0.33321497]]"
115,LSTMA-10-10-22,"[[ 0.36646352  0.24160971  0.04571328  0.          0.32010006  0.34297837
   0.33501105  0.26593079 -0.00493994  0.13402784  0.33294218  0.33501105]
 [-0.03597001  0.13411212 -0.08451754  0.16798034 -0.08985606 -0.03597001
   0.          0.16798034 -0.01133311  0.02958759 -0.06842114 -0.03597001]]"
116,LSTMA-10-10-23,"[[0.16532859 0.04645468 0.04645468 0.14168331 0.05409113 0.
  0.12381331 0.04645468 0.01136182 0.14168331 0.03595239 0.        ]
 [0.         0.24878127 0.22335914 0.06731334 0.14116723 0.16968677
  0.00539002 0.25894917 0.22335914 0.06731334 0.1930118  0.16968677]]"
117,LSTMA-10-10-24,"[[0.35816461 0.10772557 0.         0.40361493 0.43558709 0.04984626
  0.43558709 0.15573351 0.21983672 0.43558709 0.43558709 0.04719883]
 [0.03759577 0.12141203 0.12770394 0.0755739  0.06581042 0.20321341
  0.06795266 0.12770394 0.         0.0691563  0.05239679 0.20321341]]"
118,LSTMA-10-10-25,"[[ 0.00381643  0.2238664   0.00279381  0.2238664   0.16876865  0.13631752
   0.          0.2238664   0.          0.18776999  0.07348345  0.13517959]
 [ 0.34101302 -0.08866701  0.36001437 -0.08866701 -0.08669157  0.0081508
   0.30307763 -0.02729656  0.30307763  0.          0.09786407  0.04405255]]"
119,LSTMA-10-10-26,"[[-0.09357875  0.25944881  0.3106395   0.56731073  0.21149208 -0.08434289
  -0.0972023   0.24124325  0.47865136  0.56731073  0.42845586  0.        ]
 [ 0.07985985  0.58383218  0.38451011  0.33555779  0.58383218  0.01113128
   0.00189543  0.58383218  0.40506326  0.35904295  0.58383218  0.        ]]"
120,LSTMA-10-10-27,"[[ 0.18768151  0.20301769  0.1058489   0.17675905 -0.00046169  0.03572179
   0.18768151  0.20301769  0.12104679  0.20301769  0.          0.01516901]
 [ 0.03273563  0.          0.01082697 -0.05042466  0.09798337  0.07707019
  -0.04432089 -0.04232124  0.03273563 -0.04460815  0.11433809  0.07707019]]"
121,LSTMA-10-10-28,"[[ 4.01984926e-02  1.70708776e-01  5.79695629e-01  7.62295651e-01
   6.91807195e-01  0.00000000e+00  1.11723747e-01  2.13681167e-01
   5.87784562e-01  7.62295651e-01  4.33862991e-01  1.08931059e-02]
 [ 5.36967012e-01  4.06978486e-01  3.04898829e-01  0.00000000e+00
  -3.93807680e-04  5.36967012e-01  5.11691521e-01  4.57401402e-01
   2.78490270e-01 -3.93807680e-04  1.33867817e-01  5.47711658e-01]]"
122,LSTMA-10-10-29,"[[ 0.04908621  0.31642637  0.28264287 -0.00453624  0.35010703  0.23397378
   0.31642637  0.35010703  0.         -0.00453624  0.33110568  0.28663749]
 [ 0.0592249  -0.14978764  0.01449838  0.0592249  -0.02608184 -0.08289058
  -0.14528103  0.         -0.07729486  0.0592249  -0.13692106 -0.15812172]]"
123,LSTMA-10-10-30,"[[0.49319153 0.83567252 0.67667117 0.         0.07198019 0.20486152
  0.35023797 0.83567252 0.62157342 0.08738755 0.07198019 0.41012647]
 [0.04856673 0.00477149 0.20244989 0.26709383 0.1244472  0.
  0.08180058 0.0039226  0.20244989 0.2546427  0.1244472  0.0039226 ]]"
124,GRU-10-10-0,"[[0.98679661 0.35325243 0.         0.         0.55910249 0.
  0.12640724 0.         0.35325243 0.90396242 0.98679661 0.98679661]
 [0.10438303 0.61936596 0.98679661 0.98679661 0.38574379 0.98679661
  0.89759976 0.98679661 0.61936596 0.03042386 0.         0.        ]]"
125,GRU-10-10-1,"[[0.99829287 0.67378162 0.99829287 0.         0.16110641 0.05469666
  0.4227894  0.04316112 0.99829287 0.05469666 0.99829287 0.92029018]
 [0.50971547 0.73181178 0.02113759 0.98735504 0.98735504 0.98735504
  0.27289803 0.98735504 0.02113759 0.98735504 0.98735504 0.        ]]"
126,GRU-10-10-2,"[[0.86165433 0.9993987  0.14390707 0.         0.9993987  0.32200444
  0.9993987  0.53185534 0.73611863 0.9993987  0.00990551 0.        ]
 [0.9985328  0.         0.86060086 0.9985328  0.02251847 0.61651142
  0.04656091 0.7013674  0.29273345 0.         0.47006142 0.9985328 ]]"
127,GRU-10-10-3,"[[0.98509372 0.98509372 0.98509372 0.36721812 0.98509372 0.17955009
  0.98509372 0.70067025 0.15679048 0.98509372 0.         0.35616286]
 [0.         0.26634479 0.         0.99465712 0.         0.65586076
  0.26634479 0.43729925 0.67993258 0.26634479 0.99465712 0.94268459]]"
128,GRU-10-10-4,"[[0.97881546 0.         0.62610701 0.53805237 0.97881546 0.42953972
  0.3102128  0.15979445 0.85881546 0.97881546 0.97881546 0.09525947]
 [0.         0.98694908 0.72924103 0.80976071 0.1808396  0.83351615
  0.86198832 0.98694908 0.0247932  0.         0.43187239 0.98694908]]"
129,GRU-10-10-5,"[[0.9965563  0.3061693  0.80371418 0.         0.         0.8565563
  0.9965563  0.9965563  0.54482504 0.80371418 0.         0.        ]
 [0.06858951 0.46620955 0.81819282 0.99192917 0.99192917 0.14770189
  0.64861739 0.         0.30761459 0.81819282 0.99192917 0.99192917]]"
130,GRU-10-10-6,"[[0.99865871 0.69960594 0.         0.34865632 0.23758154 0.99865871
  0.99865871 0.70312177 0.40718285 0.06286573 0.99865871 0.51806997]
 [0.         0.69844685 0.92217808 0.1464402  0.51184402 0.
  0.         0.69176757 0.40934974 0.9985328  0.04985855 0.3128349 ]]"
131,GRU-10-10-7,"[[0.         0.99421653 0.50384323 0.99421653 0.31476001 0.
  0.99421653 0.02640932 0.99421653 0.82068235 0.77572327 0.99421653]
 [0.99883809 0.02199925 0.99883809 0.65945261 0.88864259 0.99883809
  0.52917588 0.48453194 0.38714932 0.76995972 0.18040673 0.        ]]"
132,GRU-10-10-8,"[[9.95321101e-01 9.95321101e-01 3.91718045e-01 9.95321101e-01
  3.91718045e-01 0.00000000e+00 0.00000000e+00 9.95321101e-01
  5.61300575e-01 4.68321251e-02 0.00000000e+00 2.21182130e-01]
 [8.32324767e-01 0.00000000e+00 4.77228567e-01 4.44089210e-16
  4.77228567e-01 9.85757699e-01 9.85757699e-01 9.85757699e-01
  3.46607796e-01 8.32324767e-01 9.85757699e-01 1.54339811e-01]]"
133,GRU-10-10-9,"[[0.99276249 0.99276249 0.99276249 0.14519689 0.3847056  0.14519689
  0.791433   0.         0.14519689 0.14519689 0.06910501 0.54151148]
 [0.         0.44342063 0.         0.98566933 0.98566933 0.98566933
  0.72566933 0.78433983 0.98566933 0.98566933 0.7067007  0.24098203]]"
134,GRU-10-10-10,"[[0.99617179 0.03045985 0.32920858 0.99617179 0.77407548 0.04124079
  0.99617179 0.         0.99617179 0.00985855 0.         0.51728265]
 [0.89348678 0.86706925 0.47356193 0.         0.70873044 0.86706925
  0.         0.89348678 0.         0.89348678 0.89348678 0.27325948]]"
135,GRU-10-10-11,"[[0.9683373  0.17109092 0.10772423 0.         0.64042896 0.9683373
  0.17109092 0.64042896 0.9683373  0.35343105 0.9683373  0.9683373 ]
 [0.4529456  0.97594773 0.97594773 0.77204333 0.26975648 0.05303544
  0.97594773 0.26975648 0.05303544 0.         0.05303544 0.05303544]]"
136,GRU-10-10-12,"[[0.89461819 0.11286691 0.71559709 0.38821799 0.99884368 0.99884368
  0.99884368 0.38821799 0.35372485 0.02175576 0.         0.02175576]
 [0.68802832 0.99884368 0.14548137 0.46796673 0.         0.
  0.         0.46796673 0.39272251 0.99884368 0.99155312 0.99884368]]"
137,GRU-10-10-13,"[[0.43290217 0.81876811 0.         0.99759272 0.99759272 0.37794461
  0.23551709 0.99759272 0.         0.99759272 0.99759272 0.6026132 ]
 [0.99759272 0.72785994 0.99759272 0.         0.08048294 0.99759272
  0.99759272 0.         0.99759272 0.99759272 0.41759272 0.26207596]]"
138,GRU-10-10-14,"[[ 9.15061498e-01  9.58343646e-01  3.66633387e-01  9.58343646e-01
   9.58343646e-01  9.58343646e-01  7.44877655e-01  9.58343646e-01
   7.35358661e-01  5.41168542e-01  1.44568485e-01  0.00000000e+00]
 [ 8.35437053e-01  5.37686583e-05  1.65701816e-01  5.37686583e-05
   5.37686583e-05  5.94639770e-01  6.64739644e-01  0.00000000e+00
   5.94639770e-01  2.96427018e-01  5.94639770e-01 -1.21719586e-02]]"
139,GRU-10-10-15,"[[0.         0.04579814 0.         0.         0.98916828 0.98916828
  0.46588656 0.22620518 0.46588656 0.98916828 0.98916828 0.78227037]
 [0.9865643  0.87821963 0.9865643  0.9865643  0.13536569 0.
  0.61969547 0.9265643  0.61969547 0.         0.         0.44400296]]"
140,GRU-10-10-16,"[[0.47385553 0.72125241 0.99534851 0.99534851 0.99534851 0.22645865
  0.         0.007772   0.007772   0.007772   0.99534851 0.99534851]
 [0.50488027 0.75227715 0.007772   0.007772   0.98405209 0.25748339
  0.         0.98405209 0.98405209 0.98405209 0.007772   0.007772  ]]"
141,GRU-10-10-17,"[[0.06238689 0.99882865 0.82948532 0.06238689 0.67233388 0.33476868
  0.34957442 0.57262741 0.459861   0.99882865 0.         0.99882865]
 [0.97201074 0.         0.03300776 0.89565602 0.13570686 0.71452145
  0.71452145 0.55794625 0.6740597  0.38463082 0.9330094  0.35986495]]"
142,GRU-10-10-18,"[[-5.39162627e-03  3.06290069e-01  8.89940424e-01 -5.39162627e-03
   5.56001453e-01  5.56001453e-01  0.00000000e+00  5.56001453e-01
   8.89940424e-01  8.89940424e-01  8.07106235e-01  2.29211857e-01]
 [ 2.30456044e-02  4.71961438e-01  0.00000000e+00  2.30456044e-02
   4.71961438e-01  4.71961438e-01  3.81374938e-01  4.71961438e-01
   4.44089210e-16  4.44089210e-16  1.32621037e-01  4.71961438e-01]]"
