,Model Identifier,Matrix
79,LSTM-10-10-17,"[[0.96823687 0.42714719 0.96823687 0.10877132 0.28658184 0.
  0.96823687 0.42714719 0.96823687 0.65374677 0.24128859 0.        ]
 [0.         0.8016294  0.         0.16341189 0.67946375 0.98844301
  0.         0.8016294  0.         0.35727505 0.70062865 0.98844301]]"
80,LSTM-10-10-18,"[[0.76013062 0.04063405 0.87794699 0.9750819  0.01232053 0.15640403
  0.66633151 0.         0.45103182 0.9750819  0.09420567 0.29136032]
 [0.7608418  0.95129462 0.         0.03489287 0.95129462 0.19390517
  0.80377664 0.95129462 0.46552572 0.0452727  0.95129462 0.27410557]]"
81,LSTM-10-10-19,"[[0.95789097 0.77790868 0.01478537 0.23200083 0.98543984 0.01478537
  0.95789097 0.70905947 0.00117985 0.23200083 0.98543984 0.        ]
 [0.0372772  0.2921694  0.98893373 0.98893373 0.         0.98893373
  0.02932972 0.33519997 0.94751663 0.98893373 0.         0.84303441]]"
82,LSTM-10-10-20,"[[0.71181497 0.07621658 0.         0.71181497 0.34664073 0.58308359
  0.71181497 0.0253612  0.         0.71181497 0.34664073 0.65694629]
 [0.95979602 0.21696204 0.99879736 0.00310963 0.62321042 0.28848987
  0.95979602 0.15042749 0.99879736 0.         0.62321042 0.09075373]]"
83,LSTM-10-10-21,"[[0.60332624 0.93765033 0.         0.38793065 0.99161674 0.99161674
  0.20609561 0.99161674 0.         0.38793065 0.99161674 0.99161674]
 [0.53729254 0.27795702 0.98003019 0.98003019 0.         0.
  0.53729254 0.20680692 0.98003019 0.98003019 0.00932943 0.        ]]"
84,LSTM-10-10-22,"[[0.10762552 0.         0.97494109 0.23873838 0.46818642 0.97494109
  0.12547126 0.         0.97494109 0.28087074 0.46818642 0.7763862 ]
 [0.99482739 0.99482739 0.0094887  0.91958317 0.53077869 0.19116374
  0.99482739 0.99482739 0.         0.87906348 0.53077869 0.35120226]]"
85,LSTM-10-10-23,"[[0.99315792 0.99315792 0.         0.26460654 0.99315792 0.5146314
  0.99315792 0.99315792 0.         0.22406167 0.99315792 0.5319026 ]
 [0.35341392 0.02275618 0.99728125 0.99728125 0.14669487 0.59392962
  0.34268414 0.         0.99728125 0.99728125 0.14669487 0.58085743]]"
86,LSTM-10-10-24,"[[0.16520905 0.31521947 0.         0.75988823 0.75988823 0.97962729
  0.         0.58399501 0.         0.75988823 0.75988823 0.97962729]
 [0.97467386 0.17134082 0.97467386 0.3560769  0.3560769  0.
  0.97467386 0.56573327 0.97467386 0.3560769  0.08384364 0.        ]]"
87,LSTM-10-10-25,"[[0.24262475 0.37011574 0.99927835 0.04206275 0.52568374 0.93135212
  0.16702142 0.68199027 0.99927835 0.         0.51793143 0.93135212]
 [0.89586263 0.74890456 0.44897004 0.99321601 0.99321601 0.25920898
  0.89586263 0.         0.44897004 0.99321601 0.99321601 0.14213289]]"
88,LSTM-10-10-26,"[[0.99723326 0.         0.64949779 0.99723326 0.30863004 0.99723326
  0.99723326 0.         0.64949779 0.99723326 0.24499183 0.99723326]
 [0.01194744 0.82625697 0.14736846 0.01194744 0.43984501 0.01194744
  0.01194744 0.82625697 0.14736846 0.01194744 0.49531789 0.        ]]"
89,LSTM-10-10-27,"[[0.99734948 0.5190183  0.85979267 0.32588501 0.70759827 0.
  0.99734948 0.54836481 0.8210913  0.22337239 0.85979267 0.        ]
 [0.         0.34495935 0.93119199 0.57653272 0.23024934 0.98316452
  0.         0.34495935 0.87177056 0.52172096 0.06398132 0.98316452]]"
90,LSTM-10-10-28,"[[3.11258217e-01 0.00000000e+00 4.79360959e-01 9.42084657e-01
  4.79360959e-01 9.96953340e-01 1.87739176e-01 0.00000000e+00
  4.31152975e-01 9.96953340e-01 4.99360959e-01 6.29642508e-01]
 [3.96668104e-01 9.95370993e-01 5.65684721e-01 1.04923970e-04
  5.65684721e-01 0.00000000e+00 2.98434537e-01 9.95370993e-01
  5.87291030e-01 2.01049240e-02 5.99523692e-01 1.48076876e-01]]"
91,LSTM-10-10-29,"[[0.88359145 0.99857907 0.54168882 0.         0.25026868 0.99857907
  0.         0.99857907 0.49906476 0.00985278 0.07413442 0.99857907]
 [0.99944498 0.         0.49081998 0.99944498 0.24737249 0.0295922
  0.99944498 0.         0.50047635 0.95110031 0.09299978 0.04004628]]"
92,LSTM-10-10-30,"[[0.         0.28657567 0.99155828 0.99155828 0.54596379 0.7250355
  0.         0.24437282 0.99155828 0.99155828 0.89856968 0.7250355 ]
 [0.96973442 0.21690044 0.         0.82469949 0.42657324 0.59860413
  0.96973442 0.18877094 0.0328703  0.80370084 0.33086083 0.59860413]]"
93,LSTMA-10-10-0,"[[ 0.01877634  0.16609213 -0.01110234  0.137424    0.07837199  0.13246363
  -0.02447962  0.16246427  0.          0.16246427  0.15323481  0.13246363]
 [-0.03686426  0.03768021  0.2101655   0.11400057 -0.02540039  0.17771438
   0.05921598  0.09455791  0.17771438  0.09320428  0.          0.17771438]]"
94,LSTMA-10-10-1,"[[0.03137193 0.6424986  0.         0.70529113 0.34638777 0.16826718
  0.         0.70529113 0.         0.70529113 0.36262051 0.55833834]
 [0.93540602 0.0166335  0.93540602 0.11336624 0.36795426 0.67011277
  0.93540602 0.         0.93540602 0.06240505 0.42869028 0.91011277]]"
95,LSTMA-10-10-2,"[[ 0.33565241  0.15060886  0.01755486 -0.01442449  0.29565241 -0.00095911
   0.21551111  0.15060886  0.         -0.00115313  0.29565241 -0.0013872 ]
 [ 0.08474794 -0.05750769  0.          0.01719906 -0.05787233 -0.07668221
  -0.07225058 -0.05750769 -0.08772098 -0.04254262 -0.08772098 -0.08772098]]"
96,LSTMA-10-10-3,"[[0.10010426 0.12153701 0.1693729  0.         0.13652737 0.15692177
  0.12153701 0.12153701 0.15735858 0.02395644 0.17592312 0.15692177]
 [0.16250416 0.16250416 0.06868707 0.12746492 0.14805572 0.
  0.16250416 0.16250416 0.08535379 0.13391554 0.10293307 0.03704364]]"
97,LSTMA-10-10-4,"[[-0.00104439  0.09255067 -0.03004471  0.28401635  0.28401635  0.24933182
  -0.04060015  0.14980489  0.          0.28053119  0.28401635  0.26413538]
 [ 0.13258135  0.24619671 -0.05686205 -0.06911032 -0.0642342   0.162739
   0.17987737  0.24619671  0.         -0.04193105 -0.06911032  0.07547608]]"
98,LSTMA-10-10-5,"[[ 0.2409176   0.00220119  0.24501427  0.37229038  0.37229038  0.13285166
   0.2409176   0.          0.24501427  0.37229038  0.37229038  0.0150935 ]
 [ 0.29329961  0.3603873   0.28830247 -0.00970503 -0.00925325  0.12891344
   0.29329961  0.37283843  0.28830247 -0.00970503  0.          0.23253214]]"
99,LSTMA-10-10-6,"[[ 0.03842796  0.29925842  0.4005587   0.380789    0.11601296  0.18986648
   0.          0.29263385  0.39691342  0.34026931  0.11022389  0.27072133]
 [ 0.10644601  0.10644601  0.          0.07045404  0.10644601  0.04306184
   0.0644487   0.10644601 -0.00153962  0.10644601  0.10644601  0.03180105]]"
100,LSTMA-10-10-7,"[[ 0.15902983  0.26449545  0.06467077  0.06344124  0.06344124  0.
  -0.02648389  0.26449545  0.07976852  0.06857437  0.06344124 -0.02174888]
 [ 0.10326742  0.22236448  0.26145701  0.29016631  0.29016631  0.04695644
   0.          0.18343224  0.26145701  0.31016631  0.28874922  0.06017656]]"
101,LSTMA-10-10-8,"[[ 0.40617512  0.59172811  0.23353297 -0.00202249  0.33157587 -0.00320394
   0.26699291  0.60228354  0.19364902  0.          0.33157587  0.02349063]
 [ 0.17402327  0.          0.20689283  0.02034143  0.09724846  0.02959159
   0.24298924 -0.0086628   0.03459215  0.12343189  0.12343189 -0.00560093]]"
102,LSTMA-10-10-9,"[[ 0.22896161  0.24072068  0.26382849  0.23134982  0.02325416  0.26141274
   0.13886677  0.22896161  0.26141274  0.22920805  0.          0.24896161]
 [ 0.          0.2475184  -0.01387579 -0.0143506   0.12255764 -0.01233226
  -0.03241534  0.2475184  -0.01233226  0.2475184   0.13817508  0.00407979]]"
103,LSTMA-10-10-10,"[[ 0.3958156   0.00066295  0.38757467  0.33328456  0.05607304  0.
   0.3958156   0.30423062  0.3786087  -0.00135938  0.08470439  0.13385307]
 [ 0.39393026  0.35251317  0.          0.03506344  0.39393026 -0.0209997
   0.06594057  0.21476879 -0.0209997   0.15473748  0.27393026 -0.01551166]]"
104,LSTMA-10-10-11,"[[-0.03031444  0.11464942  0.29971431  0.0706783   0.23896375 -0.0101333
  -0.01496087  0.08772267  0.29971431  0.          0.26063761  0.02312943]
 [ 0.23360486  0.1813413   0.          0.1813413  -0.0189337   0.1813413
   0.23360486  0.17469343 -0.0189337   0.1813413   0.02378705  0.1813413 ]]"
105,LSTMA-10-10-12,"[[0.00622991 0.31458182 0.         0.19281305 0.25036315 0.3182271
  0.00262967 0.31458182 0.00262967 0.10651791 0.15166856 0.3182271 ]
 [0.21132641 0.04007539 0.20642416 0.18568382 0.17300017 0.00306123
  0.21132641 0.         0.19358204 0.19358204 0.17861697 0.08626407]]"
106,LSTMA-10-10-13,"[[ 0.7584833   0.80173599  0.1912118   0.32971027  0.4337329   0.02267328
   0.4337329   0.80173599  0.17004689  0.          0.50143642  0.04202397]
 [-0.04250265  0.          0.2632325   0.2981348   0.17703669  0.36861851
   0.11267787 -0.04250265  0.27788252  0.36861851  0.06557652  0.36861851]]"
107,LSTMA-10-10-14,"[[ 0.13594455  0.18449208  0.          0.1017228   0.116752    0.13694321
   0.16449208  0.16449208 -0.00334646  0.09535164  0.116752    0.16449208]
 [ 0.08471317 -0.046792    0.01310058 -0.07402782 -0.00069123 -0.07066816
  -0.07502647 -0.02560327  0.00775568  0.         -0.00069123 -0.066792  ]]"
108,LSTMA-10-10-15,"[[ 9.13283039e-01  5.60589085e-01  8.61970044e-02  2.00872036e-01
   0.00000000e+00  8.30448850e-01  6.96029664e-01  7.85546600e-01
   4.60312574e-01  2.46688449e-01  2.76883101e-02  9.33283039e-01]
 [ 2.23579268e-01  3.04808406e-02  9.55823377e-02  5.10609750e-01
   6.07309205e-01  0.00000000e+00  1.61980944e-01  8.94366988e-05
   3.38101080e-01  5.29478411e-01  5.99760330e-01 -2.93145145e-03]]"
109,LSTMA-10-10-16,"[[-0.06748031  0.01677262 -0.04812963 -0.04974993  0.         -0.07461969
  -0.04285542 -0.07461969 -0.02725352 -0.05369994 -0.0612024  -0.07461969]
 [ 0.3650354   0.25840007  0.00952603  0.11367028  0.05769008  0.42868378
   0.30425161  0.39823161  0.          0.17059933  0.04359845  0.39823161]]"
110,LSTMA-10-10-17,"[[ 0.20926086 -0.00268044  0.30198209  0.57684237  0.52486984  0.48835012
   0.11123664  0.          0.32504803  0.55684237  0.52486984  0.54439124]
 [ 0.40290681  0.42980472  0.29791054 -0.0185768   0.         -0.01120614
   0.40290681  0.45577638  0.24192505  0.00119303 -0.0185768   0.02711044]]"
111,LSTMA-10-10-18,"[[0.45044111 0.12310286 0.34029359 0.         0.66890775 0.56641347
  0.49053372 0.07050419 0.2601263  0.         0.64394699 0.45044111]
 [0.33060713 0.73975094 0.33060713 0.73975094 0.         0.182161
  0.22223341 0.6817499  0.46547951 0.73975094 0.03612129 0.24468636]]"
112,LSTMA-10-10-19,"[[ 0.0084402   0.          0.173839    0.00709695  0.173839    0.14629013
   0.00992151 -0.00197896  0.173839    0.02312407  0.173839    0.09123346]
 [ 0.02006975  0.28713094  0.08174047  0.15873385  0.00307644  0.11919924
   0.22852523  0.28615774  0.08174047  0.19354827  0.          0.04737614]]"
113,LSTMA-10-10-20,"[[ 0.03937298  0.38059685  0.09621667  0.37204932  0.2952919   0.33562042
   0.03937298  0.38059685  0.          0.38059685  0.29066135  0.38059685]
 [ 0.03136632  0.21405764  0.29462054 -0.00605785  0.28358816  0.07801632
   0.0449426   0.203214    0.26397916  0.          0.28976102  0.05404404]]"
114,LSTMA-10-10-21,"[[ 0.15234277  0.27876295  0.11176043  0.07894765  0.27079563  0.21509101
   0.          0.29073547  0.11176043  0.0836397   0.2218452   0.09620899]
 [ 0.13668971  0.          0.13370095  0.22710587 -0.03797523  0.27796753
   0.09350061 -0.02647166  0.15683619  0.21426374  0.02388029  0.21955699]]"
115,LSTMA-10-10-22,"[[ 0.34804086  0.26358513  0.18048746  0.          0.32904523  0.35289702
   0.34349366  0.29517812  0.02102973  0.10004535  0.32904523  0.35289702]
 [ 0.11593594  0.21192791 -0.00646892  0.22477004  0.11593594  0.11593594
   0.          0.22477004  0.04517435 -0.01254417  0.12738841  0.11593594]]"
116,LSTMA-10-10-23,"[[1.58192345e-01 8.91848728e-02 3.10671563e-02 6.00076408e-02
  2.67023844e-02 1.77635684e-15 1.58192345e-01 8.91848728e-02
  2.34930299e-03 1.21281618e-01 2.38258205e-02 0.00000000e+00]
 [0.00000000e+00 7.72496307e-02 1.07698371e-01 2.73031187e-02
  4.85302758e-02 4.85302758e-02 2.93379292e-04 9.93714952e-02
  1.01406466e-01 3.83237392e-02 9.80454242e-02 5.14708037e-02]]"
117,LSTMA-10-10-24,"[[ 3.83006937e-01  8.30308773e-03  0.00000000e+00  3.39332408e-01
   4.29977247e-01  2.33265265e-02  3.98004722e-01  5.37095638e-02
   1.42327085e-01  3.58104687e-01  4.17526123e-01  1.79507414e-02]
 [-1.92516131e-03  4.92338580e-02  8.69723772e-02  2.44679890e-02
  -4.15337808e-04  1.85390309e-01  0.00000000e+00  5.32408778e-02
   1.38880268e-01  2.20522398e-02 -1.63975683e-03  1.85390309e-01]]"
118,LSTMA-10-10-25,"[[ 0.00407398  0.23227276  0.          0.23227276  0.25772779  0.122945
   0.00407398  0.23227276  0.00407398  0.20585523  0.25772779  0.10537769]
 [ 0.22685301 -0.05450771  0.22685301 -0.05484237  0.         -0.02768691
   0.22685301 -0.00040236  0.22685301 -0.0540446  -0.0544808  -0.0115905 ]]"
119,LSTMA-10-10-26,"[[ 0.22810945  0.34769739  0.43161982  0.48814996  0.32014852 -0.01189055
  -0.03948108  0.34769739  0.43161982  0.48814996  0.40653985  0.        ]
 [ 0.31339895  0.43386565  0.24069064  0.38427121  0.43386565  0.
  -0.0230688   0.43386565  0.24816667  0.38717615  0.43386565  0.00953431]]"
120,LSTMA-10-10-27,"[[ 0.01373734  0.07652009  0.01782674  0.07652009  0.11652009  0.
   0.0157949   0.05138094  0.0251192   0.08897121  0.11652009 -0.00208396]
 [-0.00056333  0.0034168   0.13451377 -0.00034513  0.25551243  0.27186715
   0.01248703  0.08760971  0.14080568  0.          0.09519234  0.27186715]]"
121,LSTMA-10-10-28,"[[0.21061698 0.24913892 0.3884205  0.60379021 0.5234628  0.
  0.01173736 0.15019854 0.42729622 0.62478887 0.5234628  0.01649313]
 [0.59000946 0.24378133 0.39965276 0.00573653 0.06081081 0.49521334
  0.54652431 0.27619866 0.36258457 0.         0.14395747 0.55100812]]"
122,LSTMA-10-10-29,"[[ 0.10534096  0.46078712  0.25248186 -0.04820143  0.45647874  0.44492284
   0.46078712  0.46078712  0.         -0.05748771  0.46078712  0.44892986]
 [ 0.07352331  0.00280469  0.08007353  0.         -0.02521972 -0.03924971
  -0.03314595  0.00480712  0.07087668 -0.00227315 -0.03924971  0.00232915]]"
123,LSTMA-10-10-30,"[[ 3.50722404e-01  7.43875836e-01  2.20202555e-01  0.00000000e+00
   5.12015518e-01  8.47390459e-02  2.95722567e-01  7.43875836e-01
   2.06274176e-01  4.63467989e-01  5.12015518e-01  1.53585155e-01]
 [ 3.07032521e-01  0.00000000e+00  1.37047712e-01  3.13960095e-01
   3.07032521e-01  4.85334693e-02  3.05719168e-01 -1.89821240e-04
   1.61131663e-01  3.11892034e-01  3.07032521e-01 -1.89821240e-04]]"
124,GRU-10-10-0,"[[0.98580927 0.29907099 0.         0.         0.53917948 0.
  0.11328201 0.         0.30675041 0.98580927 0.98580927 0.98580927]
 [0.13822662 0.80699623 0.99970567 0.99970567 0.50756513 0.99970567
  0.9721568  0.99970567 0.76351108 0.05209517 0.         0.        ]]"
125,GRU-10-10-1,"[[0.70313004 0.53155629 0.9940078  0.02001    0.12651357 0.
  0.28361641 0.00981502 0.9940078  0.         0.9940078  0.9940078 ]
 [0.9550859  0.68914141 0.         0.96342891 0.96342891 0.96342891
  0.96342891 0.96342891 0.         0.96342891 0.28914141 0.03266481]]"
126,GRU-10-10-2,"[[0.56448449 0.96748814 0.17246767 0.0478141  0.96748814 0.38728357
  0.96748814 0.82748814 0.74899489 0.96748814 0.         0.0478141 ]
 [0.88109124 0.24933714 0.86598861 0.92250834 0.26156376 0.6800114
  0.28803044 0.         0.52389718 0.24933714 0.3710142  0.92250834]]"
127,GRU-10-10-3,"[[0.98978198 0.98978198 0.98978198 0.49743568 0.98978198 0.72649984
  0.98978198 0.98978198 0.23736233 0.98978198 0.         0.41795268]
 [0.         0.99122593 0.         0.54245261 0.         0.19243622
  0.99122593 0.3345843  0.63631251 0.99122593 0.99122593 0.46193293]]"
128,GRU-10-10-4,"[[1.         0.         0.22997949 0.18141366 1.         0.54395854
  0.45007848 0.36084913 0.68710465 1.         0.86835997 0.35185717]
 [0.         0.97095059 0.70121782 0.70121782 0.23756519 0.78413698
  0.88597417 0.97095059 0.0635286  0.         0.53997309 0.97095059]]"
129,GRU-10-10-5,"[[0.99493019 0.4933034  0.75219254 0.         0.         0.99493019
  0.99493019 0.99493019 0.27264839 0.75219254 0.         0.02404244]
 [0.06761986 0.41763287 0.64016596 0.99695334 0.99695334 0.
  0.1554724  0.         0.83066309 0.60082166 0.99695334 0.99695334]]"
130,GRU-10-10-6,"[[0.99711199 0.77862727 0.         0.270345   0.35024515 0.99711199
  0.99711199 0.78480014 0.45826246 0.08582838 0.99711199 0.55220308]
 [0.         0.93804788 0.85521369 0.07854977 0.66855106 0.
  0.         0.93804788 0.525465   0.93804788 0.03247322 0.29803267]]"
131,GRU-10-10-7,"[[0.02277156 0.99607592 0.44127037 0.99607592 0.29227862 0.02277156
  0.99607592 0.         0.99607592 0.99607592 0.70479074 0.99607592]
 [0.9814247  0.         0.9814247  0.63872471 0.8516202  0.9814247
  0.73171331 0.54653346 0.46112838 0.15401946 0.31214208 0.02251847]]"
132,GRU-10-10-8,"[[0.9373095  0.9373095  0.43960298 0.9373095  0.43960298 0.09178148
  0.09178148 0.9373095  0.69865626 0.         0.09178148 0.27152848]
 [0.71224088 0.11249357 0.26506395 0.11249357 0.26506395 0.99666435
  0.99666435 0.99666435 0.         0.79810946 0.99666435 0.47707238]]"
133,GRU-10-10-9,"[[0.94882107 0.43206294 0.94882107 0.18116711 0.94882107 0.18116711
  0.61081838 0.         0.18116711 0.18116711 0.05859886 0.28367376]
 [0.         0.96437769 0.         0.96437769 0.25578083 0.96437769
  0.68540906 0.63706439 0.96437769 0.96437769 0.58291608 0.44164058]]"
134,GRU-10-10-10,"[[0.99946555 0.08347008 0.33829255 0.99946555 0.84675611 0.08347008
  0.99946555 0.01016031 0.99946555 0.         0.01016031 0.52980918]
 [0.85938151 0.77348061 0.44209546 0.         0.69180685 0.77348061
  0.         0.85938151 0.         0.85938151 0.85938151 0.2703878 ]]"
135,GRU-10-10-11,"[[0.94882107 0.01537392 0.         0.03871997 0.36991957 0.94882107
  0.01537392 0.36991957 0.94882107 0.57150234 0.94882107 0.94882107]
 [0.68417854 0.97223193 0.97223193 0.38613091 0.70279928 0.
  0.97223193 0.70279928 0.         0.14010584 0.         0.        ]]"
136,GRU-10-10-12,"[[9.69819880e-01 0.00000000e+00 8.53102175e-01 4.64526266e-01
  9.97487794e-01 9.97487794e-01 9.97487794e-01 4.64526266e-01
  3.89855599e-01 6.54242840e-02 6.54242840e-02 6.54242840e-02]
 [6.29167275e-01 9.94020696e-01 1.74722433e-01 3.53781436e-01
  0.00000000e+00 0.00000000e+00 1.33226763e-15 3.53781436e-01
  3.90905841e-01 9.94020696e-01 9.94020696e-01 9.94020696e-01]]"
137,GRU-10-10-13,"[[0.62483446 0.81566012 0.         0.98922008 0.98922008 0.5892912
  0.25198069 0.98922008 0.         0.98922008 0.98922008 0.4459195 ]
 [0.7250565  0.999344   0.999344   0.         0.54264338 0.7250565
  0.999344   0.         0.999344   0.14390947 0.34988015 0.79244609]]"
138,GRU-10-10-14,"[[9.52561718e-01 9.52561718e-01 1.27005694e-01 9.52561718e-01
  9.52561718e-01 9.52561718e-01 3.58706738e-01 9.52561718e-01
  3.58706738e-01 4.52178853e-01 6.78274218e-01 0.00000000e+00]
 [8.95084030e-01 0.00000000e+00 2.18429098e-01 0.00000000e+00
  0.00000000e+00 7.48231947e-01 7.48231947e-01 1.77635684e-15
  7.48231947e-01 4.27761888e-01 7.48231947e-01 4.12672426e-03]]"
139,GRU-10-10-15,"[[0.         0.060176   0.         0.         0.99842507 0.99842507
  0.45236222 0.24056505 0.45236222 0.99842507 0.99842507 0.65393907]
 [0.99148809 0.99148809 0.99148809 0.99148809 0.14793453 0.
  0.41441222 0.93848419 0.41441222 0.         0.         0.68294093]]"
140,GRU-10-10-16,"[[0.38968417 0.38968417 0.99946555 0.99946555 0.84148541 0.20968417
  0.         0.00278626 0.00278626 0.00278626 0.99946555 0.99946555]
 [0.53448409 0.53448409 0.         0.         0.9985328  0.31238778
  0.0365239  0.9985328  0.9985328  0.9985328  0.         0.        ]]"
141,GRU-10-10-17,"[[0.04003687 0.99675026 0.85245567 0.         0.2665673  0.4906425
  0.45441152 0.70210186 0.57655129 0.99675026 0.04003687 0.99675026]
 [0.93092344 0.         0.03602416 0.91482704 0.19251141 0.73060662
  0.73060662 0.57918341 0.6767951  0.41650975 0.93092344 0.40131135]]"
142,GRU-10-10-18,"[[-1.47812440e-02  3.11595159e-01  9.01385642e-01  2.64411629e-03
   5.14617117e-01  4.60650706e-01  0.00000000e+00  5.14617117e-01
   9.01385642e-01  9.01385642e-01  8.56092392e-01  2.17263954e-01]
 [-4.01969371e-04  4.56689738e-01  0.00000000e+00  3.04092179e-04
   4.15272643e-01  4.15272643e-01  4.56689738e-01  4.15272643e-01
   0.00000000e+00  0.00000000e+00  1.10890377e-01  4.03225366e-01]]"
143,GRU-10-10-19,"[[0.99537099 0.99537099 0.         0.99537099 0.         0.99537099
  0.49293404 0.7534186  0.99537099 0.         0.99537099 0.27942127]
 [0.17949521 0.45114554 0.99421653 0.         0.99421653 0.
  0.30462904 0.68631404 0.68631404 0.99421653 0.42955591 0.99421653]]"
