Kind,epoch,Repetition,Sum of Absolute Values,Mean Value,Standard Deviation,Maximum Value,Minimum Value,Kmeans_song_1_treshold,Kmeans_song_2_treshold,Kmeans_song_3_treshold,Kmeans_song_4_treshold,Song_1_Nodes_exceeding_treshold,Song_2_Nodes_exceeding_treshold,Song_3_Nodes_exceeding_treshold,Song_4_Nodes_exceeding_treshold,Total_Nodes_exceeding_treshold,degree_2_overlapp,degree_3_overlapp,degree_4_overlapp,sum_of_degree_overlapp,Total_Overlapp_percentage,overlapp_column1,overlapp_column2,overlapp_column3,overlapp_column4,overlapp_column5,overlapp_column6,overlapp_column7,overlapp_column8,overlapp_column9,overlapp_column10,overlapp_column11,overlapp_column12,overlapp_column13,overlapp_column14,overlapp_column15,overlapp_column16,overlapp_column17,overlapp_column18,overlapp_column19,overlapp_column20,song_1_song_2_11_overlap,song_1_song_3_11_overlap,song_1_song_4_11_overlap,song_2_song_3_11_overlap,song_2_song_4_11_overlap,song_3_song_4_11_overlap,total_pairwise_overlap_count,Binarized_Vector_Song_1,Binarized_Vector_Song_2,Binarized_Vector_Song_3,Binarized_Vector_Song_4
RNN,1000,32,38.4601,0.4808,0.3008,0.8112,0.0,0.4079,0.4061,0.4133,0.4104,13,14,12,11,50,8,7,3,18,61.25000000000001,1.0,0.5,0.75,1.0,0.5,0.5,0.5,1.0,0.5,0.75,0.5,0.0,0.75,0.0,0.75,0.75,0.75,0.5,0.5,0.75,10,8,7,9,7,6,47,"[1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1]","[1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1]","[1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1]","[1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0]"
RNN,1000,33,37.2108,0.4651,0.2937,0.8113,0.0,0.431,0.4126,0.379,0.3947,12,13,12,12,49,5,5,5,15,56.25,0.0,0.75,1.0,0.5,0.5,1.0,1.0,0.75,1.0,0.0,1.0,0.75,0.0,0.75,0.75,0.0,0.5,0.5,0.0,0.5,9,8,8,8,9,8,50,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1]","[0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1]","[0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0]","[1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0]"
RNN,1000,34,37.4493,0.4681,0.2973,0.8113,0.0,0.3997,0.4028,0.3955,0.3938,13,13,12,12,50,6,9,2,17,58.75,0.5,0.5,1.0,0.75,0.75,0.5,0.0,0.5,0.0,0.75,0.75,1.0,0.75,0.5,0.5,0.75,0.75,0.75,0.0,0.75,8,7,10,6,7,7,45,"[0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1]","[1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1]","[0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1]"
RNN,1000,35,39.4916,0.4936,0.3052,0.8113,0.0,0.4268,0.4263,0.4129,0.3876,13,13,12,13,51,3,7,5,15,58.75,1.0,0.0,0.75,1.0,1.0,0.0,0.5,0.75,0.75,0.0,0.75,0.0,0.5,0.5,0.75,0.75,1.0,1.0,0.0,0.75,9,9,8,9,9,10,54,"[1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0]","[1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1]","[1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1]","[1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1]"
RNN,1000,36,37.5027,0.4688,0.2928,0.8113,0.0,0.4036,0.3678,0.3541,0.3821,13,15,12,13,53,8,4,6,18,65.0,0.5,1.0,0.75,0.75,1.0,0.75,0.5,0.5,0.0,0.5,0.0,1.0,0.75,1.0,0.5,0.5,0.5,0.5,1.0,1.0,9,9,10,9,11,8,56,"[0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1]","[1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1]","[0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1]"
RNN,1000,37,38.6444,0.4831,0.3037,0.8112,0.0,0.4213,0.4212,0.3991,0.4043,13,13,12,12,50,4,6,5,15,57.49999999999999,0.75,0.75,0.5,0.0,0.5,1.0,0.0,0.5,0.0,0.0,0.75,1.0,1.0,0.5,1.0,0.75,0.75,0.75,1.0,0.0,9,8,9,10,8,8,52,"[1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0]","[0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0]","[1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1]"
RNN,1000,38,37.7699,0.4721,0.3,0.8113,0.0,0.4305,0.4128,0.4071,0.4142,12,12,12,12,48,8,5,4,17,58.75,0.5,1.0,0.5,0.75,1.0,0.5,0.0,0.75,0.5,0.5,0.75,1.0,0.5,0.0,0.5,0.5,0.75,1.0,0.75,0.0,7,8,9,7,8,8,47,"[0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0]","[1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0]","[1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0]","[0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0]"
RNN,1000,39,38.8325,0.4854,0.3,0.8113,0.0,0.4005,0.4294,0.4031,0.3933,13,13,12,13,51,7,9,2,18,61.25000000000001,0.75,0.0,0.75,0.75,0.75,0.5,0.5,0.5,0.5,0.75,0.5,1.0,1.0,0.75,0.75,0.5,0.0,0.5,0.75,0.75,7,8,8,6,9,8,46,"[0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1]","[1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1]","[1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0]","[1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1]"
RNN,1000,40,38.484,0.481,0.3017,0.8113,-0.0032,0.3898,0.4455,0.3929,0.4152,13,13,12,12,50,10,7,2,19,61.25000000000001,0.5,0.75,1.0,0.75,0.75,1.0,0.5,0.5,0.0,0.5,0.75,0.5,0.75,0.5,0.75,0.5,0.5,0.75,0.5,0.5,9,8,6,7,7,6,43,"[0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0]","[0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1]","[1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0]","[1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1]"
RNN,1000,41,38.9318,0.4865,0.2994,0.8113,-0.0058,0.398,0.4209,0.4065,0.4068,13,14,12,12,51,8,7,3,18,61.25000000000001,0.75,0.5,0.75,0.5,0.5,0.5,0.75,0.5,0.75,0.5,0.5,1.0,0.5,0.75,0.75,0.0,1.0,0.0,0.75,1.0,10,5,10,8,9,5,47,"[0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1]","[1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1]","[1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1]","[1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1]"
RNN,1000,42,39.2714,0.4909,0.305,0.8113,0.0,0.4092,0.4385,0.3786,0.4145,13,13,13,12,51,7,5,5,17,61.25000000000001,0.75,0.75,0.5,0.5,1.0,0.5,0.0,1.0,0.0,0.75,0.75,0.5,0.5,1.0,0.0,0.5,1.0,1.0,0.5,0.75,10,8,9,9,8,8,52,"[1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1]","[1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1]","[0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1]","[1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0]"
RNN,1000,43,39.1969,0.4899,0.2977,0.8113,-0.0027,0.407,0.4084,0.3874,0.4117,13,14,13,12,52,3,9,4,16,61.25000000000001,0.0,0.75,0.75,0.75,0.0,0.75,0.0,0.5,0.0,1.0,0.5,0.75,1.0,1.0,0.5,1.0,0.75,0.75,0.75,0.75,9,9,7,12,9,8,54,"[1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0]","[0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]","[0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1]"
RNN,1000,44,38.9356,0.4867,0.2985,0.8113,0.0,0.4288,0.4273,0.3837,0.4244,13,13,12,12,50,9,5,4,18,61.25000000000001,0.0,0.5,0.75,0.0,0.5,0.5,0.5,1.0,0.75,0.5,1.0,0.75,0.5,0.75,0.5,0.5,0.5,1.0,1.0,0.75,9,8,7,8,8,8,48,"[1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1]","[0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0]","[0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1]"
RNN,1000,45,39.4396,0.493,0.3004,0.8113,0.0,0.4148,0.4229,0.387,0.3989,14,13,13,12,52,7,10,2,19,65.0,0.75,1.0,0.0,0.75,0.75,0.5,0.75,0.75,0.5,0.75,0.75,0.75,0.5,1.0,0.5,0.5,0.75,0.75,0.5,0.5,9,11,7,8,8,6,49,"[1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1]","[0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0]","[1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]","[1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0]"
RNN,1000,46,38.7655,0.4846,0.3048,0.8113,0.0,0.4125,0.4211,0.3908,0.4252,13,13,12,12,50,5,6,5,16,60.0,0.0,0.75,0.5,0.75,0.0,0.75,0.75,0.0,1.0,0.5,1.0,0.5,1.0,0.5,0.75,0.0,1.0,0.5,0.75,1.0,10,9,9,9,9,7,53,"[0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1]","[0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1]","[0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1]","[0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1]"
RNN,1000,47,38.8143,0.4852,0.3006,0.8112,0.0,0.4001,0.3981,0.3988,0.4297,13,14,12,12,51,4,8,4,16,60.0,0.0,0.75,0.0,0.0,0.5,0.75,0.75,0.5,0.75,0.75,1.0,1.0,0.0,0.75,0.75,0.75,1.0,1.0,0.5,0.5,9,10,7,9,9,8,52,"[0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0]","[0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1]"
RNN,1000,48,37.2624,0.4658,0.305,0.8113,0.0,0.4095,0.4087,0.4212,0.3986,12,13,11,12,48,4,5,5,14,53.75,0.75,0.75,0.75,1.0,0.0,1.0,0.0,0.75,0.5,0.0,1.0,1.0,0.5,0.0,0.0,0.5,0.75,0.5,1.0,0.0,8,9,9,6,9,8,49,"[1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0]","[0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0]","[1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0]"
RNN,1000,49,37.8601,0.4733,0.2947,0.8113,0.0,0.4034,0.3892,0.3901,0.404,13,14,12,12,51,6,10,2,18,62.5,0.0,0.75,0.75,0.75,0.5,0.75,0.0,0.5,1.0,0.75,0.5,0.5,0.75,0.75,0.5,0.5,1.0,0.75,0.75,0.75,12,8,6,8,7,7,48,"[0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1]","[0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1]","[0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1]","[1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0]"
RNNA,1000,0,31.2503,0.39,0.271,0.8111,-0.014,0.3686,0.4192,0.3312,0.3624,12,12,10,9,43,6,5,3,14,48.75,0.75,0.75,0.0,0.5,0.0,0.0,0.0,0.75,0.5,1.0,0.0,0.0,0.5,0.75,0.5,1.0,1.0,0.75,0.5,0.5,8,7,5,7,7,5,39,"[1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1]","[1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0]"
RNNA,1000,1,32.8827,0.411,0.2855,0.8113,0.0,0.4659,0.3793,0.3781,0.4195,12,10,9,9,40,5,6,2,13,45.0,0.0,1.0,0.5,1.0,0.5,0.0,0.0,0.5,0.75,0.0,0.0,0.5,0.75,0.5,0.75,0.75,0.75,0.0,0.75,0.0,6,4,6,7,6,6,35,"[0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1]","[0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0]","[0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0]","[0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0]"
RNNA,1000,2,24.7016,0.3083,0.2412,0.7854,-0.0094,0.3676,0.3489,0.2221,0.3238,13,9,7,8,37,4,7,0,11,36.25,0.0,0.75,0.75,0.0,0.75,0.0,0.0,0.0,0.75,0.75,0.0,0.75,0.0,0.5,0.0,0.5,0.5,0.75,0.5,0.0,5,3,3,6,4,4,25,"[1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1]","[0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0]","[0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0]","[0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0]"
RNNA,1000,3,31.9203,0.399,0.2788,0.7652,0.0,0.4204,0.3753,0.3557,0.3678,12,11,10,10,43,7,4,3,14,47.5,0.75,0.75,0.0,1.0,0.5,0.5,0.0,0.5,0.75,0.5,0.5,0.75,0.0,0.5,0.0,0.0,1.0,0.0,0.5,1.0,5,7,5,5,9,6,37,"[1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1]","[0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1]","[1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1]","[1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1]"
RNNA,1000,4,24.2921,0.3036,0.2468,0.7649,-0.0014,0.3634,0.3344,0.2812,0.2794,13,8,8,8,37,3,5,3,11,41.25,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.75,0.75,0.5,0.75,0.0,1.0,0.5,0.5,0.75,0.0,0.75,6,7,7,4,4,8,36,"[1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1]","[1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0]","[1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1]","[1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1]"
RNNA,1000,5,26.1697,0.3271,0.2457,0.7849,-0.0018,0.3766,0.3694,0.2608,0.2511,14,9,9,9,41,4,4,3,11,40.0,0.75,1.0,0.0,0.5,0.0,0.75,0.5,0.0,0.0,0.5,0.5,0.75,1.0,1.0,0.0,0.75,0.0,0.0,0.0,0.0,3,6,7,6,5,7,34,"[1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1]","[0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0]","[1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0]","[1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0]"
RNNA,1000,6,20.4507,0.2545,0.2208,0.7841,-0.0154,0.3305,0.3719,0.2194,0.1965,13,7,6,6,32,4,4,1,9,30.0,0.0,0.75,0.5,0.0,0.75,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.75,0.0,0.0,0.75,0.5,0.0,1.0,0.0,5,3,5,3,3,3,22,"[1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1]","[0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0]","[0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0]","[0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
RNNA,1000,7,19.2344,0.24,0.2021,0.7023,-0.0074,0.3215,0.364,0.1649,0.1491,13,6,11,7,37,9,2,2,13,40.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.75,0.5,0.5,0.75,1.0,0.5,0.0,1.0,0.5,0.5,0.5,0.5,0.0,3,7,5,4,4,4,27,"[0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1]","[0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0]","[0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0]"
RNNA,1000,8,14.274,0.1773,0.2048,0.7647,-0.0119,0.3671,0.2654,0.1189,0.097,10,5,9,5,29,9,2,1,12,35.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.75,1.0,0.5,0.75,0.0,0.5,0.5,0.0,0.0,0.0,0.5,3,8,3,3,2,2,21,"[0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1]","[0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1]","[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0]"
RNNA,1000,9,25.4649,0.3183,0.255,0.7837,0.0,0.3632,0.3646,0.277,0.3572,12,9,8,7,36,6,3,2,11,36.25,0.5,0.0,0.0,0.5,0.75,0.0,1.0,0.5,0.75,0.0,0.75,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.5,0.5,7,5,3,4,5,3,27,"[1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1]","[0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1]","[1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0]","[0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0]"
RNNA,1000,10,33.9078,0.4233,0.2828,0.7942,-0.0159,0.4028,0.3867,0.409,0.3602,13,12,10,10,45,3,7,3,13,48.75,0.75,0.0,0.0,0.5,0.0,0.75,1.0,1.0,0.0,0.0,1.0,0.5,0.5,0.0,0.75,0.75,0.75,0.0,0.75,0.75,8,7,6,7,8,6,42,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1]","[1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1]","[1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1]","[1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0]"
RNNA,1000,11,29.7478,0.3718,0.2551,0.7852,-0.001,0.3344,0.4218,0.3269,0.385,13,9,11,8,41,4,5,3,12,43.75,0.0,0.0,1.0,0.0,0.75,0.0,0.75,1.0,1.0,0.0,0.75,0.75,0.5,0.5,0.0,0.0,0.75,0.5,0.0,0.5,7,7,5,6,6,6,37,"[1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0]","[0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1]","[0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0]","[0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1]"
RNNA,1000,12,20.0686,0.2509,0.2302,0.7445,0.0,0.3709,0.3037,0.2817,0.1538,12,8,6,6,32,3,5,1,9,31.25,0.0,0.0,0.75,0.0,0.75,0.0,0.5,0.5,1.0,0.0,0.75,0.0,0.0,0.75,0.0,0.0,0.5,0.0,0.0,0.75,5,5,4,3,3,4,24,"[0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1]","[0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1]","[0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1]"
RNNA,1000,13,24.3712,0.3039,0.2553,0.8112,-0.0105,0.3904,0.3709,0.2899,0.2827,12,8,6,8,34,2,8,0,10,35.0,0.5,0.0,0.75,0.5,0.0,0.75,0.75,0.0,0.0,0.75,0.0,0.75,0.75,0.0,0.75,0.0,0.0,0.0,0.75,0.0,4,4,7,3,4,4,26,"[0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1]","[1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0]","[1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0]"
